Laa,ndaa,Haau,mmw,gravy,aroma,locus_tag
102,18,3.9366,135.09,-0.6373,0.1078,b1555
70,18,3.8827,126.47,+0.0314,0.1143,b1556
70,19,3.9554,126.12,-0.1186,0.1286,b1557
69,19,3.9779,125.46,-0.1884,0.0435,b1558
249,20,4.1500,129.57,-0.3221,0.0884,b1559
348,20,4.1446,130.40,-0.2468,0.0632,b1560
82,18,3.9545,128.81,+0.2024,0.0976,b1561
50,16,3.6866,129.77,+0.5080,0.0400,b1562
94,19,3.8274,135.84,-0.3723,0.0957,b1563
78,17,3.7889,132.40,-0.3885,0.0385,b1564
100,19,3.9786,129.60,+0.1970,0.0900,b1565
109,17,3.7902,128.64,-0.7936,0.0183,b1566
,,,,,,b1567
,,,,,,b1568
75,19,3.9205,130.39,-0.7933,0.0933,b1569
134,20,3.9715,133.74,-0.8090,0.0597,b1570
50,18,3.9359,130.88,-0.9380,0.1200,b1571
41,14,3.4701,128.72,-0.6098,0.1463,b1572
71,16,3.7780,133.52,-0.7085,0.0704,b1573
61,17,3.9657,129.74,-0.0984,0.0328,b1575
62,19,4.0587,125.96,+0.3323,0.0484,b1576
,,,,,,b1577
,,,,,,b1578
,,,,,,b1579
338,20,4.0858,125.75,+0.0908,0.0680,b1580
403,20,4.2271,131.71,-0.3025,0.1191,b1581
107,19,3.7931,128.02,+1.1458,0.1402,b1582
112,20,4.0337,131.94,-0.7696,0.0446,b1583
185,20,4.1316,135.52,-0.4519,0.1135,b1584
235,20,4.0831,130.17,-0.4213,0.0851,b1585
100,18,3.9035,121.29,-0.1420,0.0200,b1586
807,20,4.1814,129.08,-0.4461,0.0805,b1587
806,20,4.2078,129.48,-0.4499,0.0831,b1588
204,20,4.1982,128.81,-0.4289,0.0980,b1589
283,20,3.9340,125.34,+1.0205,0.1060,b1590
203,20,3.9971,132.28,-0.0990,0.1330,b1591
417,20,3.9163,123.54,+0.7916,0.0815,b1592
230,20,4.0092,125.98,+0.1274,0.0478,b1593
405,20,4.0491,127.07,+0.0911,0.0444,b1594
296,19,4.0164,129.95,-0.0595,0.0608,b1595
416,20,3.9406,126.45,+0.6358,0.1226,b1596
101,14,3.0788,121.40,-0.8495,0.0099,b1597
26,12,3.2878,136.74,+1.4885,0.1923,b4601
272,20,4.0472,125.10,-0.2147,0.0662,b1598
108,18,3.6316,125.15,+1.1213,0.1296,b1599
120,18,3.7599,126.06,+1.0233,0.1083,b1600
343,20,3.8649,127.03,+1.1259,0.0758,b1601
461,20,4.0022,123.38,+0.5996,0.0738,b1602
509,20,4.0618,125.04,+0.2695,0.0747,b1603
313,19,3.9731,125.85,-0.3313,0.0863,b1604
459,20,3.9411,125.53,+0.9686,0.0980,b1605
239,20,4.1224,127.63,-0.0745,0.0711,b1606
110,18,3.8234,128.69,+1.3064,0.1545,b1607
238,20,4.0378,129.59,-0.0836,0.0546,b1608
432,20,4.0931,131.75,-0.0303,0.0880,b1609
308,20,4.0593,133.71,-0.4789,0.0682,b1610
466,20,4.0908,126.04,-0.1376,0.0429,b1611
547,20,4.1320,127.98,-0.3722,0.0823,b1612
390,20,4.0563,127.50,-0.1315,0.0795,b1613
501,19,4.0180,126.88,-0.3030,0.0659,b1614
420,20,4.0709,128.72,-0.3388,0.1167,b1615
456,20,4.0295,127.13,+0.7443,0.1250,b1616
602,20,4.2172,131.47,-0.3870,0.1130,b1617
195,19,4.0455,129.04,-0.0467,0.0564,b1618
254,20,4.0357,122.85,+0.1319,0.0551,b1619
341,20,4.0169,124.98,+0.0211,0.0557,b1620
529,20,4.0328,124.78,+0.6981,0.0926,b1621
389,20,4.2038,129.82,-0.1062,0.1054,b1622
332,20,4.0414,127.20,-0.0301,0.0572,b1623
345,20,4.0861,128.47,-0.2275,0.0841,b1624
40,17,3.8251,128.19,+0.3225,0.0500,b4409
70,19,4.0004,136.12,-0.5043,0.1143,b1625
145,19,3.7728,129.53,+0.8014,0.1379,b1626
192,20,3.8367,126.08,+1.2760,0.1094,b1627
191,20,4.0847,124.79,+0.1942,0.0419,b1628
739,20,3.9599,126.30,-0.4191,0.0338,b1629
351,20,3.9687,126.25,+0.6818,0.1083,b1630
205,20,3.9933,124.17,-0.1385,0.0634,b1631
230,20,3.9578,123.71,+0.6809,0.0696,b1632
210,20,4.0687,129.51,-0.1295,0.0619,b1633
499,20,4.0166,125.91,+0.7335,0.1162,b1634
200,20,4.1061,131.61,-0.2310,0.1000,b1635
286,20,4.1007,127.01,+0.1017,0.0629,b1636
423,20,4.1331,130.02,-0.3392,0.0993,b1637
217,20,4.1329,135.05,-0.6327,0.1014,b1638
108,20,4.1158,133.00,-0.3343,0.0833,b1639
368,20,4.0484,124.94,+0.0522,0.0625,b1640
154,18,3.7469,118.36,+0.1019,0.0260,b1641
143,18,3.8334,131.33,-0.2923,0.0140,b1642
77,19,3.8285,131.54,+1.2727,0.1948,b1643
284,20,4.0715,128.39,-0.1486,0.0775,b1644
669,20,4.0463,130.30,+0.2529,0.0987,b1645
172,19,3.9342,119.94,-0.2895,0.0233,b1646
297,20,4.1277,130.90,-0.1273,0.0808,b1647
78,17,3.8628,136.08,-1.0321,0.0897,b1648
198,20,4.0814,129.76,-0.2793,0.0808,b1649
364,19,4.0303,126.17,-0.3173,0.0742,b1650
134,20,4.0094,128.24,-0.3627,0.0896,b1651
214,20,4.1050,127.24,-0.0598,0.0935,b1652
1537,20,4.0106,128.12,-0.1750,0.0612,b1653
114,19,4.0666,129.68,-0.2912,0.0877,b1654
270,20,3.9988,128.26,-0.6793,0.0630,b1655
192,19,4.0330,128.00,-0.1797,0.1406,b1656
388,20,3.8200,120.89,+0.9778,0.0773,b1657
28,11,3.1995,119.74,+1.6250,0.0357,b4602
340,20,4.1542,129.85,-0.2462,0.0794,b1658
309,20,4.1445,131.61,-0.2466,0.0971,b1659
402,20,3.9561,125.52,+0.8303,0.1119,b1660
381,20,4.2111,132.87,-0.3189,0.1234,b1661
212,20,4.0971,127.90,-0.1094,0.0519,b1662
456,20,3.9817,126.12,+0.7577,0.0965,b1663
417,20,3.9018,120.48,+0.0209,0.0312,b1664
100,19,3.9529,129.40,-0.2360,0.1000,b1667
533,20,4.1457,131.72,-0.3223,0.0882,b1668
269,20,4.0422,126.53,-0.2301,0.0818,b1669
260,20,4.0661,131.22,+0.3708,0.1423,b1670
221,20,4.2083,130.88,-0.4208,0.0950,b1671
214,20,4.0858,131.43,-0.2383,0.1121,b1672
699,20,4.2058,129.21,-0.3359,0.1030,b1673
207,20,4.1085,125.35,-0.0145,0.0580,b1674
68,18,3.8604,132.10,-0.3838,0.0147,b1675
469,19,4.0378,125.86,-0.0861,0.0362,b1676
77,15,3.6403,124.17,-0.3429,0.0130,b1677
333,20,4.0274,125.92,-0.2414,0.0601,b1678
137,20,4.0791,132.26,-0.1861,0.0730,b1679
405,20,4.1196,127.36,-0.0057,0.0765,b1680
422,20,4.0812,128.62,-0.3483,0.0592,b1681
247,20,4.0506,129.08,-0.2138,0.0769,b1682
494,20,4.1784,128.53,-0.3028,0.0992,b1683
121,20,4.0895,126.70,-0.1198,0.0992,b1684
61,18,3.7756,134.69,-0.3049,0.0984,b1685
135,20,4.0829,127.61,-0.0785,0.0519,b1686
1017,20,4.1576,129.22,-0.1620,0.0806,b1687
369,20,3.8993,125.58,+1.0271,0.0813,b1688
117,20,4.1828,135.79,-0.4624,0.1111,b1689
403,20,4.0084,128.33,+0.7672,0.1464,b1690
420,20,3.9862,127.37,+0.9236,0.1405,b1691
287,20,4.0854,126.30,-0.0861,0.0801,b1692
251,19,3.9980,126.85,+0.0578,0.0558,b1693
530,20,4.0813,126.34,+0.0042,0.0698,b1694
382,20,4.1799,130.19,-0.3084,0.0916,b1695
302,20,4.1670,133.06,-0.3586,0.1258,b1696
253,20,3.9663,126.00,+0.0715,0.0395,b1697
311,20,4.0788,126.12,-0.0466,0.0611,b1698
428,20,4.0766,124.96,+0.0533,0.0561,b1699
96,20,4.1486,128.17,-0.2552,0.0938,b1700
547,20,4.1571,128.84,-0.0441,0.0804,b1701
791,20,4.1365,128.36,-0.2456,0.0746,b1702
276,20,4.1098,130.56,-0.1004,0.0725,b1703
347,20,4.1540,129.21,-0.3213,0.0605,b1704
62,15,3.7338,130.40,-0.8935,0.0323,b1705
477,20,4.1024,131.71,-0.4300,0.1048,b1706
236,20,4.1100,131.98,+0.0678,0.1017,b1707
153,20,4.1533,130.00,-0.3059,0.0915,b1708
248,20,3.9946,126.61,-0.1403,0.0403,b1709
182,20,4.1439,129.66,-0.1418,0.0989,b1710
325,20,3.7737,125.09,+1.0046,0.0769,b1711
98,17,3.8816,132.35,-0.9020,0.0714,b1712
794,20,4.0756,127.87,-0.0997,0.0516,b1713
326,20,4.1199,130.54,-0.3310,0.0890,b1714
13,8,2.6535,142.08,+0.8692,0.4615,b1715
117,17,3.6421,132.10,-0.3556,0.1026,b1716
64,17,3.6289,129.57,-0.6562,0.0469,b1717
179,19,3.9414,132.06,-0.6849,0.0447,b1718
641,20,4.2121,133.25,-0.4973,0.0936,b1719
,,,,,,b4494
34,15,3.6794,134.66,+0.6382,0.1176,b4535
251,19,4.0223,127.41,-0.5108,0.1275,b1722
308,20,3.9988,122.91,+0.0058,0.0357,b1723
95,19,3.8714,130.81,-0.4947,0.0632,b1724
285,20,4.0694,131.38,-0.3214,0.1088,b1725
177,20,4.0748,132.24,+0.4966,0.1299,b1726
221,20,3.9628,127.43,+0.0937,0.0452,b1727
195,20,4.1135,131.87,+0.3492,0.1231,b1728
462,20,3.9147,123.02,+0.8136,0.0736,b1729
266,19,4.0723,130.84,-0.0034,0.1090,b1730
79,19,4.0796,134.82,-0.6468,0.1013,b1731
752,20,4.1368,129.73,-0.5008,0.0904,b1732
248,20,4.1104,129.40,-0.0593,0.0847,b1733
449,20,4.1368,130.18,-0.1089,0.0869,b1734
279,20,4.1108,135.64,-0.3681,0.1470,b1735
115,18,3.8404,127.57,-0.1043,0.0174,b1736
451,19,3.9385,124.85,+0.8259,0.1131,b1737
105,19,3.9092,125.42,+0.2352,0.0571,b1738
111,19,4.0417,124.96,-0.2847,0.0631,b1739
274,20,4.0939,129.28,-0.3781,0.0766,b1740
294,20,4.0793,132.26,-0.3391,0.0782,b1741
190,20,4.1500,130.79,-0.1447,0.1158,b1742
160,18,3.8943,130.83,-0.7744,0.0437,b1743
321,20,4.0879,129.08,-0.0754,0.0872,b1744
446,20,4.0543,128.21,-0.2780,0.0740,b1745
491,20,4.0480,125.71,-0.0904,0.0713,b1746
343,20,4.1563,129.70,-0.2029,0.0933,b1747
405,20,4.0857,125.46,-0.0691,0.0889,b1748
267,20,4.1938,133.44,-0.5644,0.1011,b1749
235,20,3.8560,128.26,+0.8443,0.1191,b1750
224,20,4.0801,125.05,-0.2518,0.0759,b1751
234,20,3.9737,129.17,+0.8350,0.1538,b1752
181,20,4.0459,130.63,+0.0265,0.0829,b1753
387,20,4.0682,128.34,-0.3075,0.0956,b1754
510,20,3.8023,128.00,+0.9600,0.1118,b1755
216,20,3.9868,128.51,+0.0157,0.0694,b1756
434,20,4.1382,128.80,-0.4601,0.0899,b1757
205,20,3.8814,128.27,+0.6776,0.1512,b1758
134,19,3.9096,129.18,-0.2134,0.0597,b1759
89,19,4.0514,128.11,-0.1270,0.0787,b1760
446,20,4.1138,126.61,-0.1626,0.0830,b1761
345,20,4.1907,134.53,-0.3272,0.1449,b1762
652,20,4.1275,130.08,-0.3738,0.0706,b1763
346,20,4.0576,123.62,+0.0630,0.0549,b1764
182,20,4.1032,127.41,-0.1791,0.0769,b1765
617,20,4.0968,126.72,-0.1141,0.0924,b1766
337,20,4.1171,127.74,-0.1929,0.0742,b1767
212,20,4.1335,127.51,-0.2594,0.0849,b1768
451,20,3.9939,129.25,+0.8118,0.1441,b1769
251,20,4.0632,130.01,-0.1972,0.0637,b1770
325,20,4.1157,129.34,-0.0988,0.0677,b1771
314,20,4.0302,126.21,+0.1086,0.0605,b1772
277,20,4.1246,128.70,-0.1588,0.0830,b1773
346,19,4.1161,126.55,+0.0130,0.0636,b1774
458,20,4.0333,125.99,+0.7159,0.1004,b1775
357,20,4.1373,126.09,+0.0734,0.0728,b1776
89,20,4.1212,132.50,-0.3944,0.0562,b1777
136,20,4.1886,130.53,-0.7574,0.0956,b1778
330,20,4.0403,125.24,-0.1394,0.0667,b1779
293,20,4.1491,128.99,-0.2567,0.0853,b1780
283,20,4.0646,126.98,-0.0247,0.0742,b1781
247,19,4.0517,130.09,-0.4109,0.1538,b1782
643,20,4.1524,133.61,-0.5327,0.1135,b1783
426,20,4.1597,133.61,-0.7315,0.0939,b1784
490,20,4.0472,132.20,+0.5190,0.1204,b1785
495,20,4.1274,132.06,-0.2115,0.0970,b1786
166,19,3.9793,124.65,+0.1542,0.0542,b1787
33,14,3.5449,127.78,+1.3636,0.0909,b1788
147,18,3.6338,120.78,+1.3456,0.0612,b1789
272,20,4.1377,129.79,-0.1493,0.0662,b1790
392,20,3.8530,122.76,+0.8508,0.0816,b1791
114,19,4.0202,134.13,-0.6632,0.0877,b1792
83,20,4.0470,123.96,-0.1916,0.0482,b1793
340,20,4.1240,130.94,-0.2412,0.0824,b1794
31,11,3.1242,124.76,+1.8839,0.2258,b4676
23,10,3.2077,128.54,+1.1913,0.0870,b4675
81,16,3.4906,123.22,+1.3556,0.1605,b1795
59,18,3.7701,127.49,-0.3085,0.0678,b1796
118,19,4.1628,132.10,-0.4483,0.1186,b1797
211,20,3.9082,127.26,+0.8209,0.1564,b1798
306,20,4.0927,130.70,-0.0131,0.0817,b1799
360,20,4.1826,129.59,-0.2272,0.0972,b1800
480,20,4.0585,127.87,+0.5871,0.1292,b1801
373,20,4.2278,131.72,-0.4005,0.1206,b1802
320,20,4.1298,128.99,-0.2675,0.0656,b1803
374,20,4.0915,131.88,-0.1553,0.0856,b1804
560,20,4.1113,129.05,-0.1020,0.0804,b1805
192,20,4.0130,126.20,-0.1302,0.0990,b1806
230,20,4.0726,126.85,-0.0791,0.0652,b1807
635,20,4.0714,128.61,-0.1323,0.0693,b1808
113,20,4.0153,127.25,+0.0071,0.0796,b1809
98,18,4.0039,127.06,-0.3010,0.0918,b1810
58,17,3.7690,128.45,-0.5086,0.0345,b1811
452,20,4.1476,130.45,-0.2942,0.0863,b1812
191,19,3.9806,129.46,-0.0377,0.0785,b1813
453,20,4.1252,125.65,-0.0552,0.0684,b1814
531,20,4.1009,130.18,+0.0458,0.0734,b1815
517,20,4.0017,127.06,+0.4491,0.0619,b1816
322,19,3.9939,126.39,-0.0643,0.0497,b1817
265,20,3.8788,121.74,+1.0034,0.0642,b1818
282,20,4.0514,127.26,+0.4142,0.1028,b1819
151,19,3.9379,133.68,+0.6960,0.1192,b1820
187,19,3.8671,124.79,+0.8016,0.0909,b1821
268,20,4.1731,130.96,-0.2925,0.0933,b1822
68,16,3.7569,124.68,-0.2206,0.1176,b1823
46,18,3.9088,128.08,+0.2935,0.0870,b1824
94,18,3.7919,131.24,-0.0649,0.0319,b1825
46,16,3.7358,135.46,+1.1087,0.1739,b1826
78,20,3.9006,125.26,+0.5846,0.0769,b4536
262,20,4.0491,132.06,-0.2866,0.0802,b1827
456,20,3.8769,123.28,+0.9423,0.0768,b1828
292,20,4.0377,126.83,+0.3387,0.0719,b1829
681,19,4.0648,130.37,-0.4850,0.0808,b1830
231,20,3.9867,129.46,-0.7879,0.0390,b1831
164,20,4.0272,127.60,+0.1256,0.0915,b1832
426,20,4.1087,130.98,+0.4279,0.0939,b1833
876,19,4.0461,126.26,-0.1007,0.0708,b1834
478,20,4.1333,129.06,-0.1994,0.0983,b1835
77,20,4.0804,129.75,-0.4818,0.0649,b1836
62,18,3.9438,133.60,-0.0081,0.1774,b1837
217,20,4.1221,133.80,-0.4456,0.0922,b1838
112,19,4.0445,127.20,-0.0071,0.0625,b1839
289,20,3.9335,130.05,+0.8706,0.1176,b1840
123,18,3.9795,125.83,-0.2797,0.0732,b1841
75,19,3.9098,133.97,-0.4853,0.0667,b1842
217,20,4.0856,129.75,-0.1221,0.0922,b1843
219,20,4.1903,132.10,-0.2288,0.0913,b1844
685,20,4.1824,133.84,-0.5102,0.1299,b1845
218,20,3.9283,125.98,-0.2463,0.0459,b1846
117,20,4.0001,127.52,-0.3684,0.0769,b1847
95,19,3.8718,129.25,-0.5084,0.0526,b1848
391,20,4.0264,126.16,+0.0509,0.0588,b1849
212,20,3.9358,122.42,+0.3146,0.0566,b1850
602,20,4.0947,125.14,-0.0261,0.0532,b1851
490,20,4.1603,131.39,-0.3782,0.0898,b1852
288,19,4.0406,128.52,-0.1365,0.0556,b1853
479,19,3.9978,124.92,-0.0286,0.0334,b1854
322,20,4.1567,133.73,-0.4571,0.1056,b1855
439,19,4.0904,129.42,-0.4638,0.0729,b1856
309,20,4.0698,126.84,-0.2175,0.0712,b1857
250,19,3.9675,128.89,-0.1136,0.0320,b1858
260,20,3.8357,124.09,+1.1823,0.0808,b1859
335,19,3.9943,128.53,-0.0949,0.0627,b1860
202,19,3.9801,126.61,+0.0475,0.0594,b1861
20,10,3.1087,143.82,+1.2250,0.3000,b4677
199,19,4.1283,131.35,-0.1462,0.1156,b1862
172,19,4.0088,126.14,+0.0744,0.0523,b1863
245,20,3.9917,125.25,-0.3935,0.0490,b1864
149,20,4.1024,133.16,-0.2826,0.0940,b1865
589,20,4.1069,129.67,-0.2683,0.0798,b1866
187,19,4.0240,126.59,-0.0417,0.0695,b1867
271,20,4.1240,133.62,-0.3627,0.1070,b1868
130,20,3.9838,133.99,+0.6446,0.1462,b1869
246,20,4.1548,130.32,-0.1537,0.0854,b1870
322,20,4.1640,132.48,-0.2481,0.0963,b1871
808,20,4.1652,127.93,-0.3504,0.0879,b1872
365,20,4.1563,127.98,-0.4189,0.0767,b1873
247,20,4.0868,125.76,+0.0085,0.0526,b1874
187,20,4.0692,130.61,-0.3925,0.0642,b1875
576,20,4.1018,130.05,-0.2616,0.0816,b1876
161,20,4.0962,134.39,-0.6224,0.0932,b1877
129,19,3.9097,125.84,+0.1667,0.0620,b1878
691,19,3.9803,126.11,+0.3757,0.0550,b1879
381,20,4.0589,128.48,+0.1171,0.0604,b1880
213,19,3.9626,129.88,-0.3915,0.0423,b1881
128,18,3.9059,126.98,+0.0125,0.0703,b1882
348,20,4.0473,125.25,+0.0445,0.0316,b1883
285,20,4.0898,132.75,-0.3418,0.1053,b1884
532,20,3.9420,125.84,-0.0412,0.0489,b1885
552,19,3.9904,126.34,-0.1453,0.0507,b1886
166,17,3.8920,126.05,+0.3127,0.0542,b1887
653,20,4.0164,127.10,-0.0904,0.0368,b1888
307,19,4.0724,128.88,-0.4508,0.0489,b1889
294,19,3.9911,126.39,+0.3408,0.0782,b1890
191,20,4.1221,130.14,-0.1110,0.0733,b1891
115,19,3.9686,132.51,-0.2087,0.0435,b1892
166,20,4.1415,134.97,-0.5355,0.1084,b1893
90,19,4.0229,126.01,-0.3411,0.0444,b1894
141,19,4.0556,127.83,+0.1149,0.0638,b1895
473,20,4.1154,131.04,-0.2858,0.1015,b1896
265,20,4.0977,127.55,-0.1528,0.0717,b1897
327,19,3.8827,122.18,+1.0300,0.0887,b4460
503,20,4.0991,127.10,-0.0551,0.0596,b1900
328,20,4.0539,125.92,-0.1927,0.0732,b1901
166,20,4.0464,130.94,-0.3693,0.0602,b1902
82,18,3.9207,127.45,+0.0598,0.0244,b4537
27,15,3.6764,138.72,-0.6630,0.1481,b4663
106,17,3.9372,127.38,+0.2585,0.0943,b1904
164,20,4.0540,135.54,-0.5835,0.1220,b1905
78,19,4.0081,126.73,-0.2987,0.0769,b1906
402,20,3.8865,124.16,+0.9873,0.1095,b1907
220,20,4.1178,131.15,-0.4027,0.0909,b1908
181,20,3.9551,131.56,+0.8177,0.1547,b1912
609,20,4.1179,129.74,-0.3476,0.0788,b1913
217,20,4.0817,127.43,-0.0650,0.0369,b1914
73,18,3.8752,128.83,-0.2877,0.0411,b1915
239,20,4.1701,135.04,-0.3577,0.1130,b1916
249,18,3.9656,128.57,-0.1554,0.0482,b1917
221,19,3.9515,129.56,+0.4281,0.1086,b1918
327,20,4.0159,125.06,+0.1177,0.0642,b1919
265,19,3.9595,127.03,-0.3098,0.0642,b1920
182,20,4.1310,136.19,-0.5967,0.0934,b1921
238,19,3.9313,133.02,-0.5218,0.0546,b1922
497,17,3.7639,120.92,-0.3702,0.0302,b1923
467,19,3.7286,121.46,-0.1919,0.0428,b1924
135,18,3.8852,127.65,-0.0119,0.0519,b1925
120,19,3.9906,132.01,-0.2408,0.0667,b1926
494,20,4.1923,132.37,-0.3858,0.1296,b1927
136,18,3.9691,127.09,-0.2103,0.0515,b1928
400,20,4.0121,128.71,+0.5830,0.1500,b1929
76,18,4.0184,129.72,-0.3000,0.0526,b1930
221,20,4.1289,130.37,-0.3986,0.1086,b1931
158,20,4.1043,130.31,-0.2468,0.0759,b1932
,,,,,,b4495
,,,,,,b1936
103,18,3.8677,124.59,-0.0427,0.0291,b1937
551,19,4.0198,127.71,-0.4799,0.0472,b1938
330,18,3.8989,129.00,-0.1142,0.0364,b1939
227,20,3.9521,127.71,-0.4617,0.0396,b1940
456,20,3.9909,125.83,-0.0502,0.0592,b1941
146,20,3.9223,135.53,-1.0007,0.0616,b1942
374,18,3.8100,122.73,-0.2671,0.0214,b1943
153,19,3.9640,129.59,+0.0196,0.0915,b1944
333,20,4.0465,131.23,-0.2793,0.0661,b1945
136,18,3.9528,126.14,-0.1118,0.0368,b1946
120,18,3.8261,122.35,+0.3050,0.0250,b1947
244,18,3.8665,127.76,+0.7967,0.1025,b1948
88,18,3.7314,125.77,+1.3193,0.0682,b1949
260,20,3.8014,127.22,+1.1131,0.1000,b1950
206,20,4.0708,131.45,-0.0903,0.0583,b1951
61,19,3.9786,129.43,-0.2607,0.1148,b1952
74,17,3.7766,131.93,-0.7662,0.0676,b1953
270,20,4.0859,130.20,-0.2637,0.0889,b1955
563,20,4.1176,131.93,-0.2904,0.0906,b1956
59,18,3.7302,128.68,-0.4458,0.1017,b1957
304,20,3.8603,123.41,+0.8000,0.0461,b1958
305,20,3.8065,123.08,+1.1056,0.0951,b1959
155,20,4.0753,133.28,-0.3748,0.0839,b1960
471,20,4.1682,131.21,-0.4548,0.0934,b1961
230,20,4.0081,129.99,-0.2804,0.0783,b1962
120,19,4.0219,132.09,+0.0983,0.1750,b1963
,,,,,,b4496
282,20,4.1272,128.09,-0.2316,0.1064,b1967
451,20,4.0345,130.43,-0.0554,0.0576,b1968
222,20,4.0365,130.03,-0.0653,0.0676,b1969
136,18,4.0450,130.59,-0.3441,0.1103,b1970
333,20,4.1153,129.78,-0.2955,0.1141,b1971
210,20,3.8525,131.91,+0.5362,0.1048,b1972
215,20,4.1791,132.49,-0.5944,0.1256,b1973
175,19,4.0709,133.37,+0.2891,0.1486,b1974
264,20,4.0848,132.14,-0.1496,0.1098,b1976
2357,20,3.9970,123.41,-0.2271,0.0619,b1978
,,,,,,b4497
437,20,4.0160,127.09,+0.6522,0.1327,b1981
483,20,4.1229,129.50,-0.2994,0.0952,b1982
237,19,3.9849,126.53,-0.2671,0.0717,b1983
494,20,4.0085,127.43,+0.7395,0.1194,b1985
315,20,4.0381,131.37,-0.2051,0.0698,b1987
304,20,4.0069,125.53,+0.2191,0.0461,b1988
309,20,4.0988,128.89,-0.3495,0.0841,b1990
358,20,3.9645,120.91,+0.3380,0.0251,b1991
246,20,3.8410,124.67,+0.8642,0.0772,b1992
180,20,4.1029,129.21,-0.1461,0.0500,b1993
,,,,,,b4639
337,20,4.1736,133.89,-0.5270,0.0890,b1994
,,,,,,b4640
,,,,,,b4641
,,,,,,b4582
300,20,4.1334,132.18,-0.5490,0.0767,b1996
120,19,3.9201,128.87,-0.3700,0.0500,b1997
,,,,,,b1999
1038,20,3.9005,120.79,-0.2776,0.0482,b2000
509,20,4.1339,130.17,-0.0371,0.1022,b2001
147,19,3.9519,129.63,-0.1490,0.0544,b2002
72,20,4.1511,132.76,-0.4431,0.1111,b2003
121,20,4.0697,129.87,-0.3331,0.0909,b2004
123,20,4.0820,129.80,-0.2171,0.0650,b2005
,,,,,,b2006
,,,,,,b4642
,,,,,,b4538
108,17,3.8882,134.95,-0.8741,0.0556,b2007
351,20,4.0914,131.42,+0.2778,0.0883,b2008
156,20,4.1412,132.96,-0.3776,0.1410,b2009
387,20,4.1619,129.63,-0.3597,0.0853,b2010
474,20,4.1555,132.68,-0.4061,0.1055,b2011
74,18,3.8552,126.11,+0.1919,0.0676,b2012
351,20,3.9939,126.14,+0.7123,0.1168,b2013
451,20,4.0454,127.52,+0.7277,0.1308,b2014
19,13,3.5369,128.14,+0.2053,0.1579,b4678
308,20,4.0479,128.47,-0.0877,0.0844,b2015
273,20,4.0853,126.19,-0.1073,0.0623,b2016
83,19,4.0464,139.30,-0.8663,0.1325,b4539
82,18,3.9219,129.70,-0.4537,0.0366,b2017
15,9,2.5968,146.82,-2.2067,0.0667,b2018
298,20,4.0392,129.48,-0.1517,0.0369,b2019
433,20,4.0162,124.16,-0.0171,0.0485,b2020
355,20,4.0739,128.47,-0.0400,0.0761,b2021
354,20,4.1532,131.37,-0.3715,0.0847,b2022
195,20,4.1506,128.29,-0.0815,0.0974,b2023
244,20,3.9431,124.09,+0.0553,0.0533,b2024
257,20,4.0870,128.15,-0.0514,0.0739,b2025
202,20,4.0867,129.93,-0.3421,0.0693,b2026
325,19,4.0081,129.72,-0.2714,0.0523,b2027
387,19,4.0888,130.44,-0.2124,0.0904,b2028
467,20,4.0694,127.93,-0.2043,0.0985,b2029
,,,,,,b4571
337,20,4.1707,134.27,-0.5409,0.0890,b2030
371,20,4.0757,134.02,-0.1636,0.1375,b2032
195,20,4.0582,128.40,+0.0933,0.0872,b2033
329,20,4.1454,132.32,-0.2033,0.1185,b2034
387,20,3.9965,133.25,+0.8501,0.1783,b2035
366,20,4.1344,135.00,-0.5516,0.1421,b2036
414,20,3.9226,127.27,+0.9145,0.0990,b2037
184,19,4.1291,132.80,-0.2152,0.1250,b2038
292,20,4.1237,129.47,-0.2000,0.0959,b2039
298,20,4.0672,127.23,-0.0997,0.0940,b2040
360,20,4.1435,130.26,-0.4553,0.1000,b2041
296,20,4.0965,128.42,-0.0990,0.0541,b2042
463,20,4.1161,128.53,-0.1551,0.0734,b2043
405,20,4.0995,129.65,-0.1126,0.0716,b2044
425,20,4.1348,129.06,-0.0226,0.0706,b2045
491,20,3.9647,127.06,+0.8815,0.0957,b2046
463,20,4.1634,130.89,+0.1501,0.1015,b2047
455,20,4.1037,128.59,-0.2312,0.0813,b2048
477,20,4.1205,128.85,-0.1774,0.0776,b2049
406,20,4.1129,128.27,-0.0906,0.0788,b2050
158,19,4.0013,132.72,-0.3247,0.1392,b2051
320,20,4.1787,130.49,-0.2734,0.0844,b2052
372,20,4.1580,130.64,-0.3113,0.0995,b2053
181,19,4.0755,127.48,+0.1901,0.1105,b2054
247,20,4.1313,130.34,-0.1960,0.1174,b2055
404,20,3.9445,130.04,+0.8745,0.1559,b2056
404,20,4.1808,129.67,-0.1965,0.0891,b2057
161,20,4.0192,126.50,+0.3379,0.0745,b2058
278,20,4.2189,136.31,-0.5173,0.1331,b2059
719,20,4.0786,128.16,-0.1376,0.0612,b2060
146,20,4.1168,131.44,-0.3034,0.0616,b2061
378,20,4.1061,128.49,-0.2220,0.0688,b2062
526,20,4.0471,130.75,+0.1740,0.0703,b2063
616,20,4.0565,129.72,-0.4260,0.0617,b2064
192,20,4.0080,127.91,-0.1724,0.0677,b2065
212,19,4.1069,132.18,-0.2684,0.0660,b2066
1104,20,4.1070,130.10,+0.1644,0.0788,b2067
281,20,4.0715,129.20,-0.0431,0.1068,b2068
