acgt,ryr,gcc,Hgc,gcs,ats,locus_tag
801,0.8981,0.5518,0.9922,-0.0362,-0.1643,b3367
1368,1.0949,0.5475,0.9935,-0.0734,+0.0113,b3368
162,0.9286,0.4321,0.9867,+0.0286,-0.0435,b3369
1332,0.7879,0.5480,0.9933,+0.0658,-0.1827,b3370
1017,1.0299,0.5467,0.9937,-0.0324,-0.0065,b3371
825,1.1768,0.5503,0.9927,-0.0925,+0.0674,b4474
780,1.1138,0.5756,0.9834,-0.0601,+0.0453,b3374
726,1.0336,0.5124,0.9996,+0.0538,+0.0904,b3375
1080,1.0890,0.5713,0.9853,-0.1410,-0.0886,b3376
1299,0.9047,0.5319,0.9971,-0.0854,-0.2039,b3377
348,1.2895,0.4799,0.9988,-0.1138,+0.1381,b3378
873,1.0687,0.5326,0.9969,-0.0495,+0.0147,b3379
1221,1.0452,0.5422,0.9949,-0.0906,-0.0590,b3380
1158,1.0423,0.5475,0.9935,-0.0726,-0.0420,b3381
357,1.3487,0.5182,0.9990,-0.1892,+0.1047,b3382
900,1.1845,0.5267,0.9979,-0.1392,+0.0235,b3383
999,1.1255,0.5225,0.9985,-0.0613,+0.0566,b3384
753,1.0859,0.5312,0.9972,-0.0850,-0.0085,b3385
672,0.9941,0.5134,0.9995,-0.0203,-0.0275,b3386
831,0.9976,0.4982,1.0000,-0.0145,-0.0168,b3387
1281,1.1935,0.5472,0.9936,+0.0071,+0.2034,b3388
1083,1.0093,0.5439,0.9944,-0.1002,-0.1093,b3389
516,1.2338,0.4961,1.0000,-0.1016,+0.1077,b3390
1233,1.2918,0.5466,0.9937,-0.1276,+0.1270,b3391
399,1.4630,0.5263,0.9980,-0.1905,+0.1852,b3392
435,0.9163,0.5517,0.9923,-0.0083,-0.1077,b3393
534,1.0778,0.5562,0.9909,+0.0034,+0.0886,b3394
774,1.0751,0.5788,0.9820,-0.1027,-0.0552,b3395
2547,1.1154,0.5556,0.9911,-0.0643,+0.0424,b3396
555,1.1937,0.5117,0.9996,-0.1127,+0.0627,b3397
2130,0.9759,0.5286,0.9976,+0.0284,+0.0060,b3398
663,1.0400,0.5173,0.9991,-0.0087,+0.0312,b3399
396,1.3713,0.5404,0.9953,-0.0654,+0.2637,b3400
873,1.1345,0.5315,0.9971,-0.0517,+0.0758,b3401
1719,0.9691,0.5015,1.0000,-0.1114,-0.1435,b3402
1617,0.9938,0.5374,0.9960,+0.0357,+0.0348,b3403
1347,1.0949,0.5724,0.9848,-0.0947,-0.0208,b3404
714,1.0458,0.5532,0.9918,-0.0481,-0.0094,b3405
471,1.2009,0.5032,1.0000,-0.0717,+0.1111,b3406
2316,1.1405,0.5695,0.9860,-0.0478,+0.0893,b3407
222,0.8197,0.4955,0.9999,+0.1091,-0.0893,b3408
2316,0.9430,0.5484,0.9932,-0.0157,-0.0841,b3409
231,1.2212,0.5584,0.9901,-0.1008,+0.0980,b3410
873,1.0302,0.4777,0.9986,-0.0120,+0.0175,b3411
765,1.0676,0.5634,0.9884,-0.1369,-0.1018,b3412
678,0.8626,0.5619,0.9889,+0.0446,-0.1111,b3413
570,1.1033,0.5368,0.9961,-0.0327,+0.0682,b3414
1311,0.9055,0.5347,0.9965,-0.0670,-0.1836,b3415
2079,1.1907,0.5522,0.9921,-0.1167,+0.0505,b3416
2388,1.1514,0.5239,0.9984,-0.0839,+0.0554,b3417
2700,1.0611,0.5419,0.9949,-0.0089,+0.0542,b3418
1011,1.1374,0.5984,0.9719,-0.1372,-0.0443,b4475
1221,1.2653,0.5111,0.9996,-0.1378,+0.0955,b3421
1593,1.0088,0.5587,0.9900,+0.0000,+0.0100,b3422
753,1.0407,0.5485,0.9932,+0.0363,+0.0882,b3423
825,0.9550,0.5442,0.9943,-0.1091,-0.1809,b3424
321,1.1689,0.5421,0.9949,-0.1379,+0.0068,b3425
1500,1.0804,0.5520,0.9922,-0.0604,+0.0119,b3426
,,,,,,b3427
2442,1.0748,0.5106,0.9997,-0.0553,+0.0159,b3428
1428,0.9669,0.5504,0.9927,-0.0840,-0.1402,b3429
1290,1.0379,0.5279,0.9978,-0.0338,+0.0016,b3430
1968,1.0020,0.5442,0.9944,-0.0345,-0.0390,b3431
2181,0.9954,0.5332,0.9968,-0.0232,-0.0314,b3432
1098,0.9964,0.5437,0.9945,-0.0452,-0.0579,b3433
588,0.9091,0.5034,1.0000,-0.0676,-0.1644,b3434
1335,0.9575,0.5513,0.9924,-0.1114,-0.1853,b4476
522,1.1220,0.5000,1.0000,-0.0651,+0.0498,b3437
990,1.0081,0.5465,0.9938,-0.0314,-0.0290,b3438
690,1.1296,0.5261,0.9980,-0.0909,+0.0275,b3439
1032,1.0723,0.5097,0.9997,-0.0190,+0.0514,b3440
483,1.1467,0.5217,0.9986,-0.0794,+0.0563,b3441
1173,1.1966,0.3402,0.9250,-0.0075,+0.1318,b3442
,,,,,,b3443
270,0.8881,0.5333,0.9968,+0.1111,+0.0000,b3444
498,1.1558,0.5502,0.9927,-0.0803,+0.0625,b3445
150,1.0548,0.3333,0.9183,-0.0400,+0.0200,b4612
279,1.0365,0.4588,0.9951,+0.0000,+0.0331,b3446
1737,1.1822,0.5515,0.9923,-0.0689,+0.1014,b3447
435,1.1970,0.5195,0.9989,+0.0796,+0.2727,b3448
738,1.1516,0.5664,0.9872,-0.0957,+0.0375,b3449
1065,1.2374,0.5784,0.9822,-0.1266,+0.0780,b3450
840,0.8625,0.5464,0.9938,-0.0153,-0.1811,b3451
882,0.7328,0.5601,0.9896,+0.0567,-0.2784,b3452
1311,1.2034,0.5385,0.9957,-0.0453,+0.1471,b3453
708,1.1785,0.5706,0.9856,-0.1337,+0.0132,b3454
762,1.0484,0.5551,0.9912,-0.0165,+0.0324,b3455
1272,0.8929,0.5668,0.9871,-0.1012,-0.2632,b3456
921,0.9228,0.5635,0.9883,-0.0867,-0.2040,b3457
1104,1.1647,0.5426,0.9948,-0.0651,+0.0891,b3458
378,1.1477,0.5714,0.9852,-0.1389,-0.0247,b3459
1098,1.2686,0.5464,0.9938,-0.0900,+0.1526,b3460
849,1.1494,0.5442,0.9944,-0.0606,+0.0801,b3461
1053,1.0289,0.5328,0.9969,-0.1087,-0.0935,b3462
663,1.0590,0.5671,0.9870,-0.0851,-0.0453,b3463
1488,1.3884,0.5363,0.9962,-0.1579,+0.1681,b3464
591,1.1648,0.5431,0.9946,-0.0841,+0.0667,b3465
264,0.8723,0.4621,0.9959,-0.0164,-0.1408,b3466
354,1.1718,0.5169,0.9992,-0.0383,+0.1228,b3467
621,0.6784,0.5684,0.9864,+0.0255,-0.4104,b3468
2193,1.1148,0.5837,0.9797,-0.0797,+0.0186,b3469
240,0.9048,0.5417,0.9950,+0.0308,-0.0727,b3470
660,0.7054,0.5106,0.9997,+0.0920,-0.2570,b3471
552,1.2258,0.5254,0.9981,-0.0621,+0.1450,b3472
1212,0.9299,0.5693,0.9861,-0.1246,-0.2490,b3473
1044,0.9478,0.5153,0.9993,-0.0892,-0.1502,b3474
582,0.9932,0.5670,0.9870,+0.0303,+0.0317,b3475
1569,0.9962,0.5347,0.9965,+0.0822,+0.0904,b3476
939,0.7989,0.5857,0.9787,-0.0073,-0.2802,b3477
828,0.8400,0.6111,0.9641,-0.0435,-0.2919,b3478
759,1.0625,0.5942,0.9742,-0.0244,+0.0390,b3479
801,1.0126,0.5655,0.9876,+0.0419,+0.0690,b3480
396,1.0102,0.5758,0.9834,+0.0439,+0.0714,b3481
4230,1.1827,0.5887,0.9772,-0.0337,+0.1552,b3482
378,1.4231,0.3360,0.9209,-0.3071,+0.1076,b3483
,,,,,,b4552
1131,1.2988,0.4164,0.9798,-0.1550,+0.1121,b3484
1119,0.9911,0.5487,0.9931,-0.0814,-0.1089,b3485
2730,1.0192,0.5678,0.9867,-0.0374,-0.0271,b3486
1062,1.1942,0.5838,0.9796,-0.0871,+0.0905,b3487
1617,1.1560,0.3748,0.9543,-0.0528,+0.0841,b3488
,,,,,,b4660
1047,0.8146,0.4718,0.9977,-0.0283,-0.2188,b3491
1197,1.0781,0.5514,0.9924,-0.0818,-0.0168,b3492
1494,0.9203,0.5422,0.9949,-0.0568,-0.1579,b3493
330,0.8232,0.4758,0.9983,-0.0828,-0.2601,b3494
429,1.0047,0.4965,1.0000,+0.0423,+0.0463,b3495
1464,0.8485,0.5198,0.9989,-0.0250,-0.1977,b3496
747,1.1466,0.5837,0.9797,-0.1468,-0.0418,b3497
2037,1.1043,0.5479,0.9934,-0.0376,+0.0641,b3498
837,1.0465,0.5472,0.9936,+0.0175,+0.0712,b3499
1347,1.1246,0.5397,0.9954,-0.0591,+0.0581,b3500
123,0.9839,0.4797,0.9988,-0.0508,-0.0625,b4613
348,0.9773,0.5144,0.9994,-0.0056,-0.0296,b3501
1284,0.8343,0.5413,0.9951,-0.0532,-0.2598,b3502
420,1.1212,0.5238,0.9984,-0.0273,+0.0900,b3503
,,,,,,b3504
1011,1.1239,0.5490,0.9931,+0.0234,+0.1579,b3505
561,1.0326,0.4617,0.9958,-0.0193,+0.0132,b3506
525,0.9444,0.3981,0.9698,+0.0526,-0.0127,b3507
642,1.1188,0.4579,0.9949,-0.1565,-0.0287,b3508
321,1.0980,0.4050,0.9738,+0.0154,+0.0890,b3509
327,1.2708,0.4343,0.9875,-0.0986,+0.1351,b3510
567,0.8173,0.4691,0.9972,-0.0977,-0.2757,b3511
522,1.0714,0.3295,0.9144,+0.0930,+0.0971,b3512
1152,1.0870,0.5477,0.9934,+0.0238,+0.1209,b3513
3108,0.9796,0.5309,0.9972,-0.0158,-0.0398,b3514
723,0.9383,0.4191,0.9810,+0.0627,-0.0095,b3515
819,1.0323,0.4103,0.9766,-0.0952,-0.0393,b3516
1395,1.0043,0.5405,0.9953,+0.0000,+0.0047,b3517
1392,1.1818,0.4856,0.9994,-0.1331,+0.0363,b3518
1644,1.0372,0.5408,0.9952,-0.0236,+0.0119,b3519
597,1.2614,0.4791,0.9987,-0.1818,+0.0547,b3520
894,0.9477,0.5347,0.9965,+0.0000,-0.0577,b3521
1008,0.9347,0.5288,0.9976,+0.0019,-0.0695,b3522
1317,0.8241,0.5581,0.9902,-0.0150,-0.2371,b3523
2055,1.2073,0.5328,0.9969,-0.1543,+0.0250,b3524
762,1.0000,0.5302,0.9974,-0.0446,-0.0503,b3525
924,1.1690,0.5736,0.9843,-0.0755,+0.0812,b3526
1491,1.1059,0.5359,0.9963,-0.0338,+0.0694,b3527
1281,0.9380,0.5183,0.9990,-0.0572,-0.1280,b3528
1983,0.9890,0.5260,0.9981,-0.0221,-0.0362,b3529
3468,1.1648,0.5718,0.9851,-0.0530,+0.1071,b3530
1101,1.1337,0.5495,0.9929,-0.0810,+0.0403,b3531
2334,1.0528,0.5501,0.9927,-0.0358,+0.0133,b3532
2613,0.9515,0.5542,0.9915,-0.0345,-0.0987,b3533
,,,,,,b3534
183,1.0333,0.4645,0.9964,+0.0118,+0.0408,b3535
1566,0.9873,0.4891,0.9997,-0.0052,-0.0175,b3536
186,0.8788,0.4892,0.9997,+0.0769,-0.0526,b3537
1674,0.9286,0.5281,0.9977,+0.0090,-0.0684,b3538
102,1.0400,0.5490,0.9931,-0.1429,-0.1304,b4453
1266,0.7806,0.4558,0.9943,+0.0364,-0.1959,b3539
999,1.0683,0.5636,0.9883,-0.0266,+0.0413,b3540
978,1.0942,0.5685,0.9864,-0.0432,+0.0474,b3541
897,0.8649,0.5931,0.9749,-0.0414,-0.2384,b3542
1014,0.8953,0.5671,0.9870,-0.0539,-0.1982,b3543
1602,1.1275,0.5169,0.9992,+0.0000,+0.1240,b3544
1686,0.9906,0.5053,0.9999,-0.0423,-0.0528,b3546
1203,0.8915,0.5137,0.9995,-0.0874,-0.2103,b3547
693,1.1128,0.5051,0.9999,-0.0229,+0.0845,b3548
558,1.1379,0.5000,1.0000,-0.0753,+0.0538,b3549
435,1.1014,0.5264,0.9980,-0.0742,+0.0194,b3550
2328,1.0898,0.5451,0.9941,-0.0890,-0.0123,b3551
654,1.1303,0.5826,0.9802,-0.0394,+0.0916,b3552
969,1.0486,0.5222,0.9986,+0.0158,+0.0670,b3553
705,1.0674,0.5078,0.9998,-0.0503,+0.0144,b3554
285,1.4153,0.4421,0.9903,-0.1429,+0.1950,b3555
207,1.0495,0.4928,0.9998,+0.0196,+0.0667,b3556
,,,,,,b4647
147,1.0137,0.3605,0.9431,-0.2075,-0.1064,b4455
516,1.1772,0.4632,0.9961,-0.0628,+0.0975,b3557
846,1.1860,0.4291,0.9854,-0.0854,+0.0849,b3558
2064,1.1018,0.5552,0.9912,-0.0698,+0.0218,b3559
906,1.0268,0.5640,0.9881,+0.0137,+0.0481,b3560
294,1.0000,0.4830,0.9992,-0.0704,-0.0658,b4553
990,0.8857,0.4697,0.9973,-0.0495,-0.1581,b3561
432,1.0377,0.4144,0.9787,-0.0950,-0.0356,b3562
336,0.7968,0.4167,0.9799,-0.0429,-0.2245,b3563
1449,1.1278,0.5493,0.9930,-0.1382,-0.0352,b3564
1317,1.1415,0.5103,0.9997,-0.0863,+0.0450,b3565
987,1.2483,0.4417,0.9902,-0.0550,+0.1543,b3566
1536,1.0984,0.4714,0.9976,-0.0387,+0.0542,b3567
1176,0.8907,0.5400,0.9954,-0.0299,-0.1608,b3568
1173,1.0872,0.4885,0.9996,-0.0332,+0.0500,b3569
819,1.2016,0.4847,0.9993,-0.0176,+0.1611,b3570
2025,1.0748,0.5294,0.9975,-0.0075,+0.0682,b3571
1248,1.0493,0.5232,0.9984,-0.0199,+0.0286,b3572
468,1.0987,0.5385,0.9957,-0.1508,-0.0741,b3573
843,1.0866,0.5243,0.9983,-0.0407,+0.0424,b3574
993,1.0061,0.5317,0.9971,+0.0114,+0.0194,b3575
462,1.0811,0.4567,0.9946,-0.0332,+0.0438,b3576
468,0.7727,0.4444,0.9911,+0.0962,-0.1538,b3577
1272,0.7941,0.5102,0.9997,-0.0324,-0.2681,b3578
981,1.0740,0.5138,0.9995,+0.0238,+0.0985,b3579
1491,1.0094,0.5755,0.9835,-0.0163,-0.0111,b3580
657,1.1262,0.5982,0.9720,-0.0636,+0.0530,b3581
855,1.1375,0.5579,0.9903,-0.0901,+0.0317,b3582
690,1.0783,0.5768,0.9829,+0.0050,+0.0959,b3583
,,,,,,b4648
,,,,,,b4649
735,1.0646,0.4898,0.9997,-0.1333,-0.0667,b3584
969,1.0530,0.4788,0.9987,+0.0172,+0.0653,b3585
1131,1.1101,0.5084,0.9998,-0.0852,+0.0180,b3586
318,0.8068,0.4717,0.9977,-0.0133,-0.2143,b3587
1533,1.1471,0.5486,0.9932,-0.0939,+0.0376,b3588
1146,1.0355,0.5070,0.9999,-0.0189,+0.0159,b3589
1839,1.1114,0.5650,0.9878,-0.0683,+0.0325,b3590
1386,1.0968,0.5613,0.9891,-0.0977,-0.0197,b3591
603,1.0793,0.5290,0.9976,-0.0784,-0.0070,b3592
4128,1.1761,0.5957,0.9734,-0.0232,+0.1660,b3593
837,1.2500,0.3369,0.9218,-0.1631,+0.0847,b3594
,,,,,,b3595
456,1.2915,0.3246,0.9093,-0.1757,+0.1039,b3596
,,,,,,b4650
,,,,,,b4651
,,,,,,b4615
,,,,,,b4652
1131,1.0639,0.5279,0.9978,-0.0620,-0.0037,b3597
357,0.8691,0.5210,0.9987,+0.0215,-0.1228,b3598
1908,0.9979,0.5398,0.9954,-0.0408,-0.0501,b3599
1143,1.1404,0.5258,0.9981,-0.0616,+0.0701,b3600
582,1.0786,0.5137,0.9995,-0.0033,+0.0742,b3601
204,1.0816,0.5000,1.0000,-0.0392,+0.0392,b4554
357,1.4621,0.5154,0.9993,-0.0652,+0.3179,b3602
1650,0.8072,0.5527,0.9920,+0.0110,-0.2249,b3603
771,1.0782,0.5422,0.9949,-0.0144,+0.0652,b3604
1185,1.0789,0.5578,0.9903,-0.1104,-0.0534,b3605
468,0.9747,0.5534,0.9918,+0.0347,+0.0144,b3606
816,1.0870,0.5380,0.9958,-0.0706,+0.0080,b3607
1014,1.0240,0.5700,0.9858,-0.0484,-0.0367,b3608
462,1.0087,0.5108,0.9997,+0.0254,+0.0354,b3609
246,1.1391,0.5325,0.9969,-0.0382,+0.0957,b3610
426,1.1735,0.5000,1.0000,-0.1549,+0.0047,b3611
1539,1.1316,0.5361,0.9962,-0.0473,+0.0784,b3612
1254,1.2595,0.5726,0.9848,-0.0585,+0.1903,b3613
954,1.0255,0.5294,0.9975,+0.0257,+0.0557,b3614
1029,1.0256,0.4606,0.9955,-0.0464,-0.0162,b3615
1020,1.0319,0.5167,0.9992,-0.1044,-0.0791,b3616
1191,1.0677,0.5432,0.9946,-0.1128,-0.0625,b3617
852,1.1407,0.3709,0.9514,-0.0949,+0.0485,b3618
927,1.0509,0.5113,0.9996,-0.0169,+0.0331,b3619
1041,1.0253,0.5379,0.9958,-0.0286,-0.0062,b3620
954,1.1881,0.5126,0.9995,-0.1125,+0.0581,b3621
1254,0.8829,0.3198,0.9041,+0.0474,-0.0692,b3622
1068,1.0227,0.3099,0.8931,+0.0332,+0.0312,b3623
846,0.9859,0.3262,0.9110,-0.0290,-0.0246,b3624
693,1.0749,0.3550,0.9384,-0.0813,+0.0112,b3625
1011,1.0549,0.3383,0.9232,-0.0760,+0.0015,b3626
1014,1.0485,0.3629,0.9451,-0.0652,+0.0000,b3627
1074,1.0496,0.3976,0.9695,-0.0913,-0.0201,b3628
930,1.2738,0.2688,0.8398,-0.1680,+0.1029,b3629
792,1.1176,0.4356,0.9880,-0.1014,+0.0201,b3630
1119,1.0420,0.4486,0.9924,-0.0637,-0.0146,b3631
1029,1.0830,0.4470,0.9919,-0.0696,+0.0158,b3632
1272,0.9042,0.5401,0.9954,+0.0335,-0.0701,b3633
474,1.0789,0.5295,0.9975,-0.0996,-0.0314,b3634
804,1.1789,0.5410,0.9951,-0.1540,-0.0027,b3635
162,1.2817,0.4136,0.9783,+0.0149,+0.2211,b3636
231,0.9744,0.5411,0.9951,+0.0400,+0.0189,b3637
663,1.0981,0.4811,0.9990,-0.1034,-0.0058,b3638
1215,0.9853,0.5383,0.9958,+0.0122,-0.0018,b3639
450,0.9397,0.5511,0.9924,-0.0323,-0.1089,b3640
591,1.0450,0.5347,0.9965,-0.0127,+0.0327,b3641
636,1.1130,0.5346,0.9965,-0.1118,-0.0135,b3642
681,1.2255,0.5639,0.9882,-0.1146,+0.0842,b3643
858,1.2402,0.5408,0.9952,-0.0948,+0.1218,b3644
819,1.3739,0.4591,0.9952,-0.0745,+0.2280,b3645
612,0.8269,0.5376,0.9959,-0.0091,-0.2155,b3646
1677,1.2153,0.5265,0.9980,-0.1597,+0.0277,b3647
618,1.0065,0.4919,0.9998,-0.0066,+0.0000,b3648
270,1.2881,0.5407,0.9952,-0.0685,+0.1935,b3649
2103,1.0699,0.5383,0.9958,+0.0000,+0.0731,b3650
684,1.0541,0.5570,0.9906,+0.0079,+0.0693,b3651
2076,1.0864,0.5732,0.9845,-0.0134,+0.0790,b3652
1200,0.9139,0.5383,0.9958,-0.1486,-0.2708,b3653
1386,0.8604,0.5505,0.9926,-0.0197,-0.1910,b3654
1704,1.0680,0.5434,0.9946,-0.0302,+0.0360,b3655
2313,1.0578,0.5214,0.9987,-0.0862,-0.0352,b3656
1377,0.8993,0.4953,0.9999,-0.0411,-0.1453,b3657
,,,,,,b4653
1179,0.8626,0.4614,0.9957,-0.0074,-0.1433,b3659
918,0.8250,0.4880,0.9996,-0.0134,-0.2000,b3660
813,1.2459,0.4760,0.9983,-0.0904,+0.1268,b3661
288,1.2326,0.4340,0.9874,-0.0560,+0.1411,b4555
1185,0.8545,0.5308,0.9973,-0.1192,-0.3022,b3662
447,0.9955,0.5302,0.9974,-0.0802,-0.0952,b3663
1329,0.8851,0.4838,0.9992,-0.1229,-0.2332,b3664
1761,1.0057,0.5474,0.9935,-0.0187,-0.0163,b3665
1386,0.9304,0.5303,0.9973,-0.0558,-0.1398,b3666
1314,0.9239,0.5510,0.9925,-0.1133,-0.2271,b3667
1497,0.9391,0.5725,0.9848,-0.0828,-0.1844,b3668
585,1.0599,0.5915,0.9757,-0.0925,-0.0628,b3669
285,1.0213,0.4912,0.9998,+0.0143,+0.0345,b3670
1683,1.0575,0.5645,0.9880,-0.0337,+0.0205,b3671
93,0.8600,0.6022,0.9697,+0.0714,-0.0811,b3672
84,0.7872,0.4405,0.9898,+0.1351,-0.1064,b4618
1179,0.8864,0.5734,0.9844,-0.1036,-0.2803,b3673
492,1.0331,0.5386,0.9957,-0.0792,-0.0573,b3674
357,0.8594,0.5070,0.9999,+0.0497,-0.1023,b3675
342,0.9213,0.5234,0.9984,-0.1173,-0.2147,b3676
444,0.9474,0.4842,0.9993,-0.0419,-0.0917,b3677
1488,1.0782,0.5208,0.9987,-0.0323,+0.0435,b3678
1710,0.9170,0.5357,0.9963,-0.0415,-0.1411,b3679
888,1.0699,0.4369,0.9885,+0.0155,+0.0720,b3680
,,,,,,b4556
,,,,,,b3683
711,1.1611,0.5162,0.9992,-0.0954,+0.0523,b3684
1656,0.9346,0.5302,0.9974,-0.0866,-0.1697,b3685
423,1.1256,0.4941,0.9999,+0.0239,+0.1402,b3686
408,1.0299,0.4755,0.9983,+0.0103,+0.0374,b3687
327,1.1656,0.5413,0.9951,-0.0395,+0.1200,b3688
1242,1.0804,0.5539,0.9916,-0.0494,+0.0253,b3689
1059,1.0603,0.5156,0.9993,-0.0549,+0.0019,b3690
1287,0.8652,0.5315,0.9971,-0.0965,-0.2637,b3691
1143,1.1364,0.5302,0.9974,-0.0891,+0.0354,b4478
612,1.1031,0.5964,0.9730,-0.0630,+0.0283,b4477
873,0.9932,0.5441,0.9944,-0.0105,-0.0201,b3693
684,1.2065,0.5556,0.9911,-0.0789,+0.1118,b4479
651,1.0865,0.4316,0.9865,-0.0463,+0.0378,b3696
807,1.0587,0.5130,0.9995,+0.0000,+0.0585,b3697
393,1.2079,0.5165,0.9992,-0.1429,+0.0421,b3698
2409,1.1356,0.5509,0.9925,-0.0354,+0.0980,b3699
1068,1.0819,0.5524,0.9921,-0.0339,+0.0460,b3700
1095,1.0429,0.5443,0.9943,-0.0470,-0.0100,b3701
1398,1.0711,0.5415,0.9950,-0.0172,+0.0546,b3702
135,0.8000,0.5333,0.9968,+0.0833,-0.1429,b3703
354,0.9135,0.5593,0.9898,+0.0707,-0.0128,b3704
252,0.8806,0.5556,0.9911,+0.0571,-0.0714,b4557
1641,0.9891,0.5375,0.9959,+0.0295,+0.0224,b3705
1359,1.0844,0.5651,0.9877,-0.0469,+0.0321,b3706
69,0.9167,0.3478,0.9321,+0.2500,+0.0667,b3707
1410,1.1235,0.5099,0.9997,-0.0459,+0.0709,b3708
1242,0.7617,0.4662,0.9967,-0.0052,-0.2579,b3709
1170,0.8253,0.5316,0.9971,-0.0547,-0.2664,b3710
954,1.0169,0.5241,0.9983,+0.0120,+0.0308,b3711
744,0.9787,0.5242,0.9983,+0.0256,+0.0056,b3712
561,1.1090,0.5312,0.9972,-0.0940,+0.0038,b3713
1332,0.8552,0.5390,0.9956,-0.0836,-0.2671,b3714
660,1.0561,0.4818,0.9990,-0.0503,+0.0058,b3715
462,0.8118,0.4416,0.9901,-0.0784,-0.2481,b3716
582,1.1087,0.4467,0.9918,-0.1769,-0.0497,b3717
717,1.1403,0.4979,1.0000,-0.1036,+0.0278,b3718
1164,1.0638,0.5017,1.0000,-0.0411,+0.0207,b3719
1611,1.1142,0.4525,0.9935,-0.0617,+0.0476,b3720
1407,1.1613,0.4869,0.9995,-0.1095,+0.0416,b3721
1872,0.9602,0.5128,0.9995,-0.0708,-0.1162,b3722
831,1.1926,0.4296,0.9857,-0.1036,+0.0759,b3723
720,1.1951,0.5292,0.9975,-0.1024,+0.0737,b3724
768,1.0317,0.5247,0.9982,+0.0124,+0.0466,b3725
885,0.9580,0.5638,0.9882,-0.0942,-0.1710,b3726
954,0.8780,0.5493,0.9930,-0.0382,-0.1907,b3727
1035,1.1562,0.5169,0.9992,-0.0430,+0.1040,b3728
1824,1.0244,0.5367,0.9961,-0.0358,-0.0154,b3729
1365,1.1530,0.5275,0.9978,-0.0944,+0.0450,b3730
414,1.1675,0.5580,0.9903,-0.0303,+0.1366,b3731
1377,1.0491,0.5490,0.9931,-0.0344,+0.0113,b3732
858,1.1343,0.5373,0.9960,-0.0369,+0.0932,b3733
1536,0.9743,0.5352,0.9964,+0.0122,-0.0140,b3734
528,1.0545,0.5227,0.9985,-0.0652,-0.0159,b3735
465,1.2794,0.5312,0.9972,-0.0364,+0.2202,b3736
234,0.9180,0.5470,0.9936,-0.1562,-0.2830,b3737
810,0.8664,0.5049,0.9999,-0.0073,-0.1521,b3738
375,0.9531,0.5280,0.9977,-0.1818,-0.2542,b3739
618,1.0130,0.4887,0.9996,-0.0132,+0.0000,b3740
1884,1.0501,0.5451,0.9941,-0.0321,+0.0152,b3741
438,1.0957,0.5046,0.9999,-0.0136,+0.0783,b3742
453,1.1070,0.4967,1.0000,+0.0311,+0.1316,b3743
987,1.1226,0.5674,0.9869,-0.1071,-0.0070,b3744
1446,1.0687,0.5290,0.9976,-0.0484,+0.0162,b3745
1491,1.0425,0.4983,1.0000,-0.0256,+0.0160,b3746
1863,0.8933,0.5153,0.9993,-0.0583,-0.1783,b3747
414,1.0495,0.4783,0.9986,+0.0505,+0.0926,b3748
1500,1.1097,0.5133,0.9995,-0.0753,+0.0274,b3749
960,0.9316,0.5365,0.9962,-0.0951,-0.1865,b3750
885,1.2236,0.5299,0.9974,-0.0874,+0.1154,b3751
924,1.1096,0.5206,0.9988,-0.0852,+0.0158,b3752
987,0.9980,0.5076,0.9998,+0.0100,+0.0082,b3753
1422,0.8540,0.4923,0.9998,+0.0086,-0.1468,b3754
687,1.0881,0.4949,0.9999,-0.0471,+0.0375,b3755
834,1.0441,0.4856,0.9994,-0.0123,+0.0303,b4480
333,1.1346,0.4865,0.9995,-0.0494,+0.0760,b3764
1515,1.1159,0.5102,0.9997,-0.0142,+0.0970,b3765
93,1.0667,0.5484,0.9932,-0.1765,-0.1429,b3766
45,1.3684,0.4000,0.9710,+0.0000,+0.2593,b4669
,,,,,,b4488
258,0.9398,0.4961,1.0000,+0.1250,+0.0615,b3769
924,1.0717,0.5519,0.9922,-0.0627,+0.0000,b3770
1845,1.0684,0.5648,0.9879,-0.0288,+0.0386,b3771
1539,1.0630,0.5887,0.9772,-0.0375,+0.0205,b3772
888,1.0993,0.5766,0.9830,-0.0859,-0.0053,b3773
1470,1.1908,0.5395,0.9955,-0.0921,+0.0812,b3774
276,1.1069,0.5254,0.9981,-0.0207,+0.0840,b3775
,,,,,,b3777
2016,1.1631,0.5357,0.9963,-0.0963,+0.0513,b3778
1479,1.0316,0.5382,0.9958,-0.0553,-0.0307,b3779
1260,1.0257,0.5270,0.9979,-0.0090,+0.0168,b3780
324,1.1745,0.5154,0.9993,-0.0539,+0.1083,b3781
1254,1.0390,0.5048,0.9999,+0.0079,+0.0467,b3783
1098,0.8059,0.4954,0.9999,-0.0221,-0.2347,b3784
1041,1.0946,0.5283,0.9977,-0.0800,+0.0061,b3785
1125,1.0795,0.5262,0.9980,-0.0541,+0.0206,b3786
1257,1.0811,0.5386,0.9957,-0.0812,-0.0103,b3787
1062,1.0906,0.5395,0.9955,-0.0611,+0.0225,b3788
876,1.0660,0.5525,0.9920,-0.0826,-0.0306,b3789
669,1.0648,0.5561,0.9909,-0.0538,+0.0034,b3790
1125,1.0455,0.5449,0.9942,-0.0473,-0.0078,b3791
1245,0.9393,0.5373,0.9960,-0.1540,-0.2465,b3792
1074,1.0188,0.5298,0.9974,-0.0721,-0.0614,b4481
1347,0.7700,0.5256,0.9981,-0.0226,-0.2989,b3793
